id,description,name,name_with_namespace,path,path_with_namespace,created_at,default_branch,tag_list,topics,ssh_url_to_repo,http_url_to_repo,web_url,readme_url,forks_count,avatar_url,star_count,last_activity_at,namespace.id,namespace.name,namespace.path,namespace.kind,namespace.full_path,namespace.parent_id,namespace.avatar_url,namespace.web_url
11109,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pandabox-tst,rack-19 / pandabox / pandabox-tst,pandabox-tst,rack-19/pandabox/pandabox-tst,2019-02-13T14:40:06.719Z,main,[],[],ssh://git@ohwr.org:7999/rack-19/pandabox/pandabox-tst.git,https://ohwr.org/rack-19/pandabox/pandabox-tst.git,https://ohwr.org/rack-19/pandabox/pandabox-tst,,0.0,,0,2019-02-13T14:40:06.719Z,9396,pandabox,pandabox,group,rack-19/pandabox,9395.0,,https://ohwr.org/groups/rack-19/pandabox
11108,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pandabox-sw,rack-19 / pandabox / pandabox-sw,pandabox-sw,rack-19/pandabox/pandabox-sw,2019-02-13T14:40:06.381Z,main,[],[],ssh://git@ohwr.org:7999/rack-19/pandabox/pandabox-sw.git,https://ohwr.org/rack-19/pandabox/pandabox-sw.git,https://ohwr.org/rack-19/pandabox/pandabox-sw,,0.0,,0,2019-02-13T14:40:06.381Z,9396,pandabox,pandabox,group,rack-19/pandabox,9395.0,,https://ohwr.org/groups/rack-19/pandabox
11107,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pandabox-hw,rack-19 / pandabox / pandabox-hw,pandabox-hw,rack-19/pandabox/pandabox-hw,2019-02-13T14:40:06.075Z,main,[],[],ssh://git@ohwr.org:7999/rack-19/pandabox/pandabox-hw.git,https://ohwr.org/rack-19/pandabox/pandabox-hw.git,https://ohwr.org/rack-19/pandabox/pandabox-hw,,0.0,,0,2019-02-13T14:40:06.075Z,9396,pandabox,pandabox,group,rack-19/pandabox,9395.0,,https://ohwr.org/groups/rack-19/pandabox
11106,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pandabox-gw,rack-19 / pandabox / pandabox-gw,pandabox-gw,rack-19/pandabox/pandabox-gw,2019-02-13T14:40:05.723Z,main,[],[],ssh://git@ohwr.org:7999/rack-19/pandabox/pandabox-gw.git,https://ohwr.org/rack-19/pandabox/pandabox-gw.git,https://ohwr.org/rack-19/pandabox/pandabox-gw,,0.0,,0,2019-02-13T14:40:05.723Z,9396,pandabox,pandabox,group,rack-19/pandabox,9395.0,,https://ohwr.org/groups/rack-19/pandabox
11105,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,eez-psu,rack-19 / eez-psu,eez-psu,rack-19/eez-psu,2019-02-13T14:40:05.246Z,main,[],[],ssh://git@ohwr.org:7999/rack-19/eez-psu.git,https://ohwr.org/rack-19/eez-psu.git,https://ohwr.org/rack-19/eez-psu,,0.0,,0,2019-02-13T14:40:05.246Z,9395,rack-19,rack-19,group,rack-19,,,https://ohwr.org/groups/rack-19
11104,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,mrpc-25x18-24strip,p-det / mrpc-25x18-24strip,mrpc-25x18-24strip,p-det/mrpc-25x18-24strip,2019-02-13T14:40:04.847Z,master,[],[],ssh://git@ohwr.org:7999/p-det/mrpc-25x18-24strip.git,https://ohwr.org/p-det/mrpc-25x18-24strip.git,https://ohwr.org/p-det/mrpc-25x18-24strip,,0.0,,0,2019-03-07T17:28:21.819Z,9394,p-det,p-det,group,p-det,,,https://ohwr.org/groups/p-det
11103,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,ohr-deploy,ohr-support / ohr-deploy,ohr-deploy,ohr-support/ohr-deploy,2019-02-13T14:40:04.431Z,master,[],[],ssh://git@ohwr.org:7999/ohr-support/ohr-deploy.git,https://ohwr.org/ohr-support/ohr-deploy.git,https://ohwr.org/ohr-support/ohr-deploy,https://ohwr.org/ohr-support/ohr-deploy/-/blob/master/Readme,0.0,,0,2019-03-07T17:27:58.627Z,9393,ohr-support,ohr-support,group,ohr-support,,,https://ohwr.org/groups/ohr-support
11102,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,fmc-delay-1ns-8cha-sa,oh-applications / fmc-delay-1ns-8cha-sa,fmc-delay-1ns-8cha-sa,oh-applications/fmc-delay-1ns-8cha-sa,2019-02-13T14:40:04.011Z,master,[],[],ssh://git@ohwr.org:7999/oh-applications/fmc-delay-1ns-8cha-sa.git,https://ohwr.org/oh-applications/fmc-delay-1ns-8cha-sa.git,https://ohwr.org/oh-applications/fmc-delay-1ns-8cha-sa,https://ohwr.org/oh-applications/fmc-delay-1ns-8cha-sa/-/blob/master/README,0.0,,0,2019-03-07T17:28:15.896Z,9392,oh-applications,oh-applications,group,oh-applications,,,https://ohwr.org/groups/oh-applications
11101,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,zio,misc / zio,zio,misc/zio,2019-02-13T14:40:03.589Z,master,[],[],ssh://git@ohwr.org:7999/misc/zio.git,https://ohwr.org/misc/zio.git,https://ohwr.org/misc/zio,https://ohwr.org/misc/zio/-/blob/master/README,0.0,,0,2019-03-07T17:28:12.976Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11100,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,vhdl-style,misc / vhdl-style,vhdl-style,misc/vhdl-style,2019-02-13T14:40:03.296Z,master,[],[],ssh://git@ohwr.org:7999/misc/vhdl-style.git,https://ohwr.org/misc/vhdl-style.git,https://ohwr.org/misc/vhdl-style,https://ohwr.org/misc/vhdl-style/-/blob/master/README,0.0,,0,2019-03-07T17:27:01.272Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11099,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,soft-cpu-toolchains,misc / soft-cpu-toolchains,soft-cpu-toolchains,misc/soft-cpu-toolchains,2019-02-13T14:40:03.029Z,adam-riscv,[],[],ssh://git@ohwr.org:7999/misc/soft-cpu-toolchains.git,https://ohwr.org/misc/soft-cpu-toolchains.git,https://ohwr.org/misc/soft-cpu-toolchains,,0.0,,0,2019-03-07T17:29:41.291Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11098,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,sdb,misc / sdb,sdb,misc/sdb,2019-02-13T14:40:02.457Z,devfede,[],[],ssh://git@ohwr.org:7999/misc/sdb.git,https://ohwr.org/misc/sdb.git,https://ohwr.org/misc/sdb,https://ohwr.org/misc/sdb/-/blob/devfede/README,0.0,,0,2019-03-07T17:27:36.727Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11097,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pts,misc / pts,pts,misc/pts,2019-02-13T14:40:02.195Z,common_modules,[],[],ssh://git@ohwr.org:7999/misc/pts.git,https://ohwr.org/misc/pts.git,https://ohwr.org/misc/pts,https://ohwr.org/misc/pts/-/blob/common_modules/README,0.0,,0,2019-03-07T17:28:37.212Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11096,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pts-base,misc / pts-base,pts-base,misc/pts-base,2019-02-13T14:40:01.841Z,dlamprid-dev,[],[],ssh://git@ohwr.org:7999/misc/pts-base.git,https://ohwr.org/misc/pts-base.git,https://ohwr.org/misc/pts-base,https://ohwr.org/misc/pts-base/-/blob/dlamprid-dev/README,0.0,,0,2019-03-07T17:28:17.283Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11095,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pmtlib,misc / pmtlib,pmtlib,misc/pmtlib,2019-02-13T14:40:01.441Z,master,[],[],ssh://git@ohwr.org:7999/misc/pmtlib.git,https://ohwr.org/misc/pmtlib.git,https://ohwr.org/misc/pmtlib,https://ohwr.org/misc/pmtlib/-/blob/master/README,0.0,,0,2019-03-07T17:12:28.239Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11094,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,panda,misc / panda,panda,misc/panda,2019-02-13T14:40:01.039Z,master,[],[],ssh://git@ohwr.org:7999/misc/panda.git,https://ohwr.org/misc/panda.git,https://ohwr.org/misc/panda,https://ohwr.org/misc/panda/-/blob/master/README,0.0,,0,2019-03-07T17:28:30.147Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11093,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,libre-fdatool,misc / libre-fdatool,libre-fdatool,misc/libre-fdatool,2019-02-13T14:40:00.746Z,master,[],[],ssh://git@ohwr.org:7999/misc/libre-fdatool.git,https://ohwr.org/misc/libre-fdatool.git,https://ohwr.org/misc/libre-fdatool,,0.0,,0,2019-03-07T17:28:43.905Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11092,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,hdl-make,misc / hdl-make,hdl-make,misc/hdl-make,2019-02-13T14:40:00.473Z,dag-solver,[],[],ssh://git@ohwr.org:7999/misc/hdl-make.git,https://ohwr.org/misc/hdl-make.git,https://ohwr.org/misc/hdl-make,,0.0,,0,2019-03-07T17:29:00.545Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11091,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,gts,misc / gts,gts,misc/gts,2019-02-13T14:40:00.211Z,main,[],[],ssh://git@ohwr.org:7999/misc/gts.git,https://ohwr.org/misc/gts.git,https://ohwr.org/misc/gts,,0.0,,0,2019-02-13T14:40:00.211Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11090,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,epics-wb,misc / epics-wb,epics-wb,misc/epics-wb,2019-02-13T14:39:59.900Z,epics-make,[],[],ssh://git@ohwr.org:7999/misc/epics-wb.git,https://ohwr.org/misc/epics-wb.git,https://ohwr.org/misc/epics-wb,https://ohwr.org/misc/epics-wb/-/blob/epics-make/README.md,0.0,,0,2019-03-07T17:29:51.374Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11089,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,embedded-linux,misc / embedded-linux,embedded-linux,misc/embedded-linux,2019-02-13T14:39:59.611Z,main,[],[],ssh://git@ohwr.org:7999/misc/embedded-linux.git,https://ohwr.org/misc/embedded-linux.git,https://ohwr.org/misc/embedded-linux,,0.0,,0,2019-02-13T14:39:59.611Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11088,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,ed,misc / ed,ed,misc/ed,2019-02-13T14:39:59.306Z,main,[],[],ssh://git@ohwr.org:7999/misc/ed.git,https://ohwr.org/misc/ed.git,https://ohwr.org/misc/ed,,0.0,,0,2019-02-13T14:39:59.306Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11087,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,adc-testing,misc / adc-testing,adc-testing,misc/adc-testing,2019-02-13T14:39:59.012Z,dlamprid-dev,[],[],ssh://git@ohwr.org:7999/misc/adc-testing.git,https://ohwr.org/misc/adc-testing.git,https://ohwr.org/misc/adc-testing,,0.0,,0,2019-03-07T17:27:11.235Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11086,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,adc-lib,misc / adc-lib,adc-lib,misc/adc-lib,2019-02-13T14:39:58.744Z,develop,[],[],ssh://git@ohwr.org:7999/misc/adc-lib.git,https://ohwr.org/misc/adc-lib.git,https://ohwr.org/misc/adc-lib,,0.0,,0,2019-03-07T17:28:40.132Z,9391,misc,misc,group,misc,,,https://ohwr.org/groups/misc
11085,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,fr_pcb_mm,machines-tools / fr_pcb_mm,fr_pcb_mm,machines-tools/fr_pcb_mm,2019-02-13T14:39:58.302Z,master,[],[],ssh://git@ohwr.org:7999/machines-tools/fr_pcb_mm.git,https://ohwr.org/machines-tools/fr_pcb_mm.git,https://ohwr.org/machines-tools/fr_pcb_mm,https://ohwr.org/machines-tools/fr_pcb_mm/-/blob/master/README.md,0.0,,0,2019-03-07T17:28:02.117Z,9390,machines-tools,machines-tools,group,machines-tools,,,https://ohwr.org/groups/machines-tools
11084,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-rs485-tst,level-conversion / conv-ttl-rs485 / conv-ttl-rs485-tst,conv-ttl-rs485-tst,level-conversion/conv-ttl-rs485/conv-ttl-rs485-tst,2019-02-13T14:39:57.850Z,DB-dev,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-rs485/conv-ttl-rs485-tst.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-tst.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-tst,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-tst/-/blob/DB-dev/README,0.0,,0,2019-03-07T17:29:42.769Z,9389,conv-ttl-rs485,conv-ttl-rs485,group,level-conversion/conv-ttl-rs485,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-rs485
11083,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-rs485-hw,level-conversion / conv-ttl-rs485 / conv-ttl-rs485-hw,conv-ttl-rs485-hw,level-conversion/conv-ttl-rs485/conv-ttl-rs485-hw,2019-02-13T14:39:57.546Z,hw-v4,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-rs485/conv-ttl-rs485-hw.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-hw.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-hw,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-hw/-/blob/hw-v4/README,0.0,,0,2019-03-07T17:28:14.456Z,9389,conv-ttl-rs485,conv-ttl-rs485,group,level-conversion/conv-ttl-rs485,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-rs485
11082,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-rs485-gw,level-conversion / conv-ttl-rs485 / conv-ttl-rs485-gw,conv-ttl-rs485-gw,level-conversion/conv-ttl-rs485/conv-ttl-rs485-gw,2019-02-13T14:39:57.195Z,DB-Modified-ucf-opticalRTM-test,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-rs485/conv-ttl-rs485-gw.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-gw.git,https://ohwr.org/level-conversion/conv-ttl-rs485/conv-ttl-rs485-gw,,0.0,,0,2019-03-07T17:29:35.294Z,9389,conv-ttl-rs485,conv-ttl-rs485,group,level-conversion/conv-ttl-rs485,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-rs485
11081,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-blo-tst,level-conversion / conv-ttl-blo / conv-ttl-blo-tst,conv-ttl-blo-tst,level-conversion/conv-ttl-blo/conv-ttl-blo-tst,2019-02-13T14:39:56.598Z,denia-dev,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-blo/conv-ttl-blo-tst.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-tst.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-tst,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-tst/-/blob/denia-dev/README,0.0,,0,2019-03-07T17:27:20.393Z,9388,conv-ttl-blo,conv-ttl-blo,group,level-conversion/conv-ttl-blo,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-blo
11080,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-blo-hw,level-conversion / conv-ttl-blo / conv-ttl-blo-hw,conv-ttl-blo-hw,level-conversion/conv-ttl-blo/conv-ttl-blo-hw,2019-02-13T14:39:56.262Z,hw-v4,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-blo/conv-ttl-blo-hw.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-hw.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-hw,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-hw/-/blob/hw-v4/README,0.0,,0,2019-03-07T17:28:11.092Z,9388,conv-ttl-blo,conv-ttl-blo,group,level-conversion/conv-ttl-blo,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-blo
11079,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-ttl-blo-gw,level-conversion / conv-ttl-blo / conv-ttl-blo-gw,conv-ttl-blo-gw,level-conversion/conv-ttl-blo/conv-ttl-blo-gw,2019-02-13T14:39:55.850Z,db-release-41,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-ttl-blo/conv-ttl-blo-gw.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-gw.git,https://ohwr.org/level-conversion/conv-ttl-blo/conv-ttl-blo-gw,,0.0,,0,2019-03-07T17:29:03.181Z,9388,conv-ttl-blo,conv-ttl-blo,group,level-conversion/conv-ttl-blo,9387.0,,https://ohwr.org/groups/level-conversion/conv-ttl-blo
11078,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-diff-se-cable-driver,level-conversion / conv-diff-se-cable-driver,conv-diff-se-cable-driver,level-conversion/conv-diff-se-cable-driver,2019-02-13T14:39:55.375Z,master,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-diff-se-cable-driver.git,https://ohwr.org/level-conversion/conv-diff-se-cable-driver.git,https://ohwr.org/level-conversion/conv-diff-se-cable-driver,,0.0,,0,2019-03-07T17:26:59.998Z,9387,level-conversion,level-conversion,group,level-conversion,,,https://ohwr.org/groups/level-conversion
11077,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,conv-common-gw,level-conversion / conv-common-gw,conv-common-gw,level-conversion/conv-common-gw,2019-02-13T14:39:55.009Z,DB-rs485-integration,[],[],ssh://git@ohwr.org:7999/level-conversion/conv-common-gw.git,https://ohwr.org/level-conversion/conv-common-gw.git,https://ohwr.org/level-conversion/conv-common-gw,https://ohwr.org/level-conversion/conv-common-gw/-/blob/DB-rs485-integration/README,0.0,,0,2019-03-07T17:28:26.861Z,9387,level-conversion,level-conversion,group,level-conversion,,,https://ohwr.org/groups/level-conversion
11076,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,wrpc-sw,hdl-core-lib / wr-cores / wrpc-sw,wrpc-sw,hdl-core-lib/wr-cores/wrpc-sw,2019-02-13T14:39:54.419Z,ML-ISPCS-tests-151006,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/wr-cores/wrpc-sw.git,https://ohwr.org/hdl-core-lib/wr-cores/wrpc-sw.git,https://ohwr.org/hdl-core-lib/wr-cores/wrpc-sw,,0.0,,0,2019-03-07T17:28:23.290Z,9386,wr-cores,wr-cores,group,hdl-core-lib/wr-cores,9383.0,,https://ohwr.org/groups/hdl-core-lib/wr-cores
11074,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,wishbone-gen,hdl-core-lib / wishbone-gen,wishbone-gen,hdl-core-lib/wishbone-gen,2019-02-13T14:38:31.176Z,epics-wb,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/wishbone-gen.git,https://ohwr.org/hdl-core-lib/wishbone-gen.git,https://ohwr.org/hdl-core-lib/wishbone-gen,https://ohwr.org/hdl-core-lib/wishbone-gen/-/blob/epics-wb/README,0.0,,0,2019-03-07T17:27:07.126Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11071,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,urv-core,hdl-core-lib / urv-core,urv-core,hdl-core-lib/urv-core,2019-02-13T14:37:04.782Z,master,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/urv-core.git,https://ohwr.org/hdl-core-lib/urv-core.git,https://ohwr.org/hdl-core-lib/urv-core,,0.0,,0,2019-03-07T17:28:20.007Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11070,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,tdc-core,hdl-core-lib / tdc-core,tdc-core,hdl-core-lib/tdc-core,2019-02-13T14:37:04.502Z,master,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/tdc-core.git,https://ohwr.org/hdl-core-lib/tdc-core.git,https://ohwr.org/hdl-core-lib/tdc-core,https://ohwr.org/hdl-core-lib/tdc-core/-/blob/master/README,0.0,,0,2019-03-07T17:23:41.536Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11069,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pcie-vme-bridge,hdl-core-lib / pcie-vme-bridge,pcie-vme-bridge,hdl-core-lib/pcie-vme-bridge,2019-02-13T14:37:04.216Z,greg-ci,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/pcie-vme-bridge.git,https://ohwr.org/hdl-core-lib/pcie-vme-bridge.git,https://ohwr.org/hdl-core-lib/pcie-vme-bridge,https://ohwr.org/hdl-core-lib/pcie-vme-bridge/-/blob/greg-ci/README.md,0.0,,0,2019-03-07T17:28:18.609Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11068,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,pci-core,hdl-core-lib / pci-core,pci-core,hdl-core-lib/pci-core,2019-02-13T14:37:03.934Z,cores_pci_dusan,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/pci-core.git,https://ohwr.org/hdl-core-lib/pci-core.git,https://ohwr.org/hdl-core-lib/pci-core,,0.0,,0,2019-03-07T17:29:49.069Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11067,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,mock-turtle,hdl-core-lib / mock-turtle,mock-turtle,hdl-core-lib/mock-turtle,2019-02-13T14:37:03.643Z,develop,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/mock-turtle.git,https://ohwr.org/hdl-core-lib/mock-turtle.git,https://ohwr.org/hdl-core-lib/mock-turtle,https://ohwr.org/hdl-core-lib/mock-turtle/-/blob/develop/README.rst,0.0,,0,2019-03-07T17:28:41.510Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11066,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,gn4124-core,hdl-core-lib / gn4124-core,gn4124-core,hdl-core-lib/gn4124-core,2019-02-13T14:37:03.365Z,andrey_fix,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/gn4124-core.git,https://ohwr.org/hdl-core-lib/gn4124-core.git,https://ohwr.org/hdl-core-lib/gn4124-core,,0.0,,0,2019-03-07T17:26:01.955Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11065,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,general-cores,hdl-core-lib / general-cores,general-cores,hdl-core-lib/general-cores,2019-02-13T14:37:03.102Z,WR-BTrain-VXS,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/general-cores.git,https://ohwr.org/hdl-core-lib/general-cores.git,https://ohwr.org/hdl-core-lib/general-cores,,0.0,,0,2019-03-07T17:28:25.036Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11064,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,fpga-config-space,hdl-core-lib / fpga-config-space,fpga-config-space,hdl-core-lib/fpga-config-space,2019-02-13T14:37:02.827Z,TEMP-k-sdb,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/fpga-config-space.git,https://ohwr.org/hdl-core-lib/fpga-config-space.git,https://ohwr.org/hdl-core-lib/fpga-config-space,https://ohwr.org/hdl-core-lib/fpga-config-space/-/blob/TEMP-k-sdb/README,0.0,,0,2019-03-07T17:27:26.369Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11063,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,etherbone-core,hdl-core-lib / etherbone-core,etherbone-core,hdl-core-lib/etherbone-core,2019-02-13T14:37:02.548Z,eb_fec_integration,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/etherbone-core.git,https://ohwr.org/hdl-core-lib/etherbone-core.git,https://ohwr.org/hdl-core-lib/etherbone-core,,0.0,,0,2019-03-07T17:27:19.009Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11062,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,ddr3-sp6-core,hdl-core-lib / ddr3-sp6-core,ddr3-sp6-core,hdl-core-lib/ddr3-sp6-core,2019-02-13T14:37:02.283Z,dev_theim,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/ddr3-sp6-core.git,https://ohwr.org/hdl-core-lib/ddr3-sp6-core.git,https://ohwr.org/hdl-core-lib/ddr3-sp6-core,,0.0,,0,2019-03-07T17:28:55.852Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11061,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,evo,hdl-core-lib / asyncart / evo,evo,hdl-core-lib/asyncart/evo,2019-02-13T14:37:02.009Z,main,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/asyncart/evo.git,https://ohwr.org/hdl-core-lib/asyncart/evo.git,https://ohwr.org/hdl-core-lib/asyncart/evo,,0.0,,0,2019-02-13T14:37:02.009Z,9384,asyncart,asyncart,group,hdl-core-lib/asyncart,9383.0,,https://ohwr.org/groups/hdl-core-lib/asyncart
11060,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,absenc,hdl-core-lib / absenc,absenc,hdl-core-lib/absenc,2019-02-13T14:37:01.558Z,master,[],[],ssh://git@ohwr.org:7999/hdl-core-lib/absenc.git,https://ohwr.org/hdl-core-lib/absenc.git,https://ohwr.org/hdl-core-lib/absenc,https://ohwr.org/hdl-core-lib/absenc/-/blob/master/README,0.0,,0,2019-03-07T17:29:47.663Z,9383,hdl-core-lib,hdl-core-lib,group,hdl-core-lib,,,https://ohwr.org/groups/hdl-core-lib
11059,READ-ONLY PROJECT TO PRESERVE EXISTING REMOTE URLS,vfc-hd,fmc-projects / vfc-hd,vfc-hd,fmc-projects/vfc-hd,2019-02-13T14:37:01.113Z,main,[],[],ssh://git@ohwr.org:7999/fmc-projects/vfc-hd.git,https://ohwr.org/fmc-projects/vfc-hd.git,https://ohwr.org/fmc-projects/vfc-hd,,0.0,,0,2019-02-13T14:37:01.113Z,9368,fmc-projects,fmc-projects,group,fmc-projects,,,https://ohwr.org/groups/fmc-projects
